,0,1
245,['10'],['./data/trainImg/2/well_6406_3_2_4288.0_4289.0_996.png']
246,['10'],['./data/trainImg/2/well_6406_3_2_4331.0_4332.0_1200.png']
247,['0'],['./data/trainImg/2/well_6406_3_2_4331.0_4332.0_1201.png']
248,['10'],['./data/trainImg/2/well_6406_3_2_4332.0_4333.0_1202.png']
249,['10'],['./data/trainImg/2/well_6406_3_2_4332.0_4333.0_1203.png']
250,['10'],['./data/trainImg/2/well_6406_3_2_4332.0_4333.0_1204.png']
251,['10'],['./data/trainImg/2/well_6406_3_2_4332.0_4333.0_1205.png']
252,['10'],['./data/trainImg/2/well_6406_3_2_4332.0_4333.0_1206.png']
253,['10'],['./data/trainImg/2/well_6406_3_2_4333.0_4334.0_1207.png']
254,['10'],['./data/trainImg/2/well_6406_3_2_4333.0_4334.0_1208.png']
255,['10'],['./data/trainImg/2/well_6406_3_2_4333.0_4334.0_1209.png']
256,['10'],['./data/trainImg/2/well_6406_3_2_4333.0_4334.0_1210.png']
257,['10'],['./data/trainImg/2/well_6406_3_2_4333.0_4334.0_1211.png']
258,['0'],['./data/trainImg/2/well_6406_3_2_4334.0_4335.0_1212.png']
259,['0'],['./data/trainImg/2/well_6406_3_2_4334.0_4335.0_1213.png']
260,['0'],['./data/trainImg/2/well_6406_3_2_4360.0_4361.0_1291.png']
261,['10'],['./data/trainImg/2/well_6406_3_2_4360.0_4361.0_1292.png']
262,['8'],['./data/trainImg/2/well_6406_3_2_4360.0_4361.0_1293.png']
263,['10'],['./data/trainImg/2/well_6406_3_2_4360.0_4361.0_1294.png']
264,['10'],['./data/trainImg/2/well_6506_12_5_3959.0_3960.0_269.png']
265,['10'],['./data/trainImg/2/well_6506_12_5_3959.0_3960.0_270.png']
266,['0'],['./data/trainImg/2/well_6506_12_5_3959.0_3960.0_271.png']
267,['0'],['./data/trainImg/2/well_6506_12_5_3960.0_3961.0_272.png']
268,['10'],['./data/trainImg/2/well_6506_12_5_3960.0_3961.0_273.png']
269,['10'],['./data/trainImg/2/well_6506_12_5_3960.0_3961.0_274.png']
270,['10'],['./data/trainImg/2/well_6506_12_5_3960.0_3961.0_275.png']
271,['10'],['./data/trainImg/2/well_6506_12_5_3960.0_3961.0_276.png']
272,['10'],['./data/trainImg/2/well_6506_12_5_3961.0_3962.0_277.png']
273,['0'],['./data/trainImg/2/well_6506_12_5_3961.0_3962.0_278.png']
274,['10'],['./data/trainImg/2/well_6506_12_5_3961.0_3962.0_279.png']
275,['10'],['./data/trainImg/2/well_6506_12_5_3961.0_3962.0_280.png']
276,['10'],['./data/trainImg/2/well_6506_12_5_3961.0_3962.0_281.png']
277,['10'],['./data/trainImg/2/well_6506_12_5_3962.0_3963.0_282.png']
278,['10'],['./data/trainImg/2/well_6506_12_5_3962.0_3963.0_283.png']
279,['10'],['./data/trainImg/2/well_6506_12_5_3962.0_3963.0_284.png']
280,['0'],['./data/trainImg/2/well_6506_12_5_3962.0_3963.0_285.png']
281,['0'],['./data/trainImg/2/well_6506_12_5_3963.0_3964.0_290.png']
282,['0'],['./data/trainImg/2/well_6506_12_5_3963.0_3964.0_291.png']
283,['10'],['./data/trainImg/2/well_6506_12_5_3964.0_3965.0_292.png']
284,['0'],['./data/trainImg/2/well_6506_12_5_3964.0_3965.0_293.png']
285,['10'],['./data/trainImg/2/well_6506_12_5_3964.0_3965.0_294.png']
286,['0'],['./data/trainImg/2/well_6506_12_5_3964.0_3965.0_295.png']
287,['10'],['./data/trainImg/2/well_6506_12_5_3964.0_3965.0_296.png']
288,['10'],['./data/trainImg/2/well_6506_12_5_3965.0_3966.0_297.png']
289,['0'],['./data/trainImg/2/well_6506_12_5_3965.0_3966.0_298.png']
290,['0'],['./data/trainImg/2/well_6506_12_5_3965.0_3966.0_299.png']
291,['0'],['./data/trainImg/2/well_6506_12_5_3974.0_3975.0_344.png']
292,['10'],['./data/trainImg/2/well_6506_12_5_3974.0_3975.0_345.png']
293,['0'],['./data/trainImg/2/well_6506_12_5_4051.0_4052.0_670.png']
294,['10'],['./data/trainImg/2/well_6506_12_5_4051.0_4052.0_671.png']
295,['10'],['./data/trainImg/2/well_6506_12_5_4052.0_4053.0_672.png']
296,['0'],['./data/trainImg/2/well_6506_12_5_4052.0_4053.0_673.png']
297,['8'],['./data/trainImg/2/well_6506_12_5_4052.0_4053.0_674.png']
298,['0'],['./data/trainImg/2/well_6506_12_5_4052.0_4053.0_675.png']
299,['10'],['./data/trainImg/2/well_6506_12_5_4052.0_4053.0_676.png']
300,['10'],['./data/trainImg/2/well_6506_12_5_4053.0_4054.0_677.png']
301,['10'],['./data/trainImg/2/well_6506_12_5_4053.0_4054.0_678.png']
302,['10'],['./data/trainImg/2/well_6506_12_5_4053.0_4054.0_679.png']
303,['10'],['./data/trainImg/2/well_6506_12_5_4053.0_4054.0_680.png']
304,['10'],['./data/trainImg/2/well_6506_12_5_4053.0_4054.0_681.png']
305,['0'],['./data/trainImg/2/well_6506_12_5_4054.0_4055.0_682.png']
306,['10'],['./data/trainImg/2/well_6506_12_5_4054.0_4055.0_683.png']
307,['10'],['./data/trainImg/2/well_6506_12_5_4054.0_4055.0_684.png']
308,['0'],['./data/trainImg/2/well_6506_12_5_4054.0_4055.0_685.png']
309,['0'],['./data/trainImg/2/well_6506_12_5_4054.0_4055.0_686.png']
310,['0'],['./data/trainImg/2/well_6506_12_5_4055.0_4056.0_687.png']
311,['0'],['./data/trainImg/2/well_6506_12_5_4055.0_4056.0_688.png']
312,['10'],['./data/trainImg/2/well_6506_12_5_4055.0_4056.0_689.png']
313,['0'],['./data/trainImg/2/well_6506_12_5_4055.0_4056.0_690.png']
314,['0'],['./data/trainImg/2/well_6506_12_5_4055.0_4056.0_691.png']
315,['10'],['./data/trainImg/2/well_6506_12_5_4056.0_4057.0_692.png']
316,['10'],['./data/trainImg/2/well_6506_12_5_4056.0_4057.0_693.png']
317,['8'],['./data/trainImg/2/well_6506_12_5_4056.0_4057.0_694.png']
318,['0'],['./data/trainImg/2/well_6506_12_5_4056.0_4057.0_695.png']
319,['0'],['./data/trainImg/2/well_6506_12_5_4056.0_4057.0_696.png']
320,['8'],['./data/trainImg/2/well_6506_12_5_4057.0_4058.0_697.png']
321,['0'],['./data/trainImg/2/well_6506_12_5_4057.0_4058.0_698.png']
322,['10'],['./data/trainImg/2/well_6506_12_5_4057.0_4058.0_699.png']
323,['10'],['./data/trainImg/2/well_6506_12_5_4057.0_4058.0_700.png']
324,['0'],['./data/trainImg/2/well_6506_12_5_4057.0_4058.0_701.png']
325,['10'],['./data/trainImg/2/well_6506_12_5_4058.0_4059.0_702.png']
326,['10'],['./data/trainImg/2/well_6506_12_5_4058.0_4059.0_703.png']
327,['0'],['./data/trainImg/2/well_6506_12_5_4058.0_4059.0_704.png']
328,['0'],['./data/trainImg/2/well_6506_12_5_4058.0_4059.0_705.png']
329,['10'],['./data/trainImg/2/well_6506_12_5_4058.0_4059.0_706.png']
330,['10'],['./data/trainImg/2/well_6506_12_5_4059.0_4060.0_707.png']
331,['0'],['./data/trainImg/2/well_6506_12_5_4059.0_4060.0_708.png']
332,['0'],['./data/trainImg/2/well_6506_12_5_4059.0_4060.0_709.png']
333,['0'],['./data/trainImg/2/well_6506_12_5_4059.0_4060.0_710.png']
334,['10'],['./data/trainImg/2/well_6506_12_5_4059.0_4060.0_711.png']
335,['0'],['./data/trainImg/2/well_6506_12_5_4060.0_4061.0_712.png']
336,['0'],['./data/trainImg/2/well_6506_12_5_4060.0_4061.0_713.png']
337,['0'],['./data/trainImg/2/well_6506_12_5_4060.0_4061.0_714.png']
338,['0'],['./data/trainImg/2/well_6506_12_5_4060.0_4061.0_715.png']
